Account_number,PORTFOLIO,SSN,Phone No. ,City,State,Account Open Date,Loan_amount,Origination_fico_score,Current_fico_score,Current_outstanding
38685845,PERSONAL LOAN,613-87-5173,210-547-7560,Austin,TX,2021-06-25,128483,891,887,5139.32
38685846,CREDIT CARD,068-02-6976,319-916-1986,Shenandoah,IA,2021-08-24,60522,690,693,1210.44
38685847,MORTGAGE,647-21-9283,209-908-0541,San Diego,CA,2019-09-07,415085,731,774,120374.65
38685848,MORTGAGE,270-17-9738,308-768-0606,Bridgeport,NE,2018-06-22,266786,693,708,74700.08
38685849,MORTGAGE,715-18-6041,319-996-2541,Norway,IA,2019-02-20,158653,825,872,39663.25
38685850,MORTGAGE,555-99-7654,212-390-7965,Bayside,NY,2021-08-24,925447,740,763,240616.22
38685851,MORTGAGE,423-67-1136,314-205-0539,Bois D Arc,MO,2018-05-25,386023,777,809,69484.14
38685852,CREDIT CARD,263-99-8175,802-847-9244,Adamant,VT,2021-08-24,75785,672,706,33345.4
38685853,MORTGAGE,504-45-7882,803-784-4168,Summerville,SC,2018-01-26,543514,847,843,184794.76
38685854,MORTGAGE,458-99-7396,240-288-4780,Hebron,MD,2018-12-25,425258,785,788,170103.2
38685855,MORTGAGE,509-33-7380,405-594-0718,Elk City,OK,2020-03-12,441390,727,752,52966.799999999996
38685856,MORTGAGE,681-24-1461,480-695-5066,Tucson,AZ,2018-01-27,475804,730,778,99918.84
38685857,PERSONAL LOAN,668-48-1169,216-651-0136,Berea,OH,2020-08-21,155748,886,904,62299.200000000004
38685858,MORTGAGE,636-31-0466,218-532-5751,Danube,MN,2021-08-19,661123,723,762,79334.76
38685859,MORTGAGE,385-37-6382,215-380-0024,Camp Hill,PA,2020-05-09,604592,895,942,48367.36
38685860,MORTGAGE,725-18-4872,319-498-2641,Dubuque,IA,2018-08-09,161931,850,879,56675.85
38685861,CREDIT CARD,070-02-3407,217-664-0641,Sparland,IL,2019-09-18,96119,714,736,2883.5699999999997
38685862,CREDIT CARD,708-18-4406,215-571-6698,Bethlehem,PA,2020-12-24,84275,792,789,38766.5
38685863,CREDIT CARD,376-37-6037,212-692-9901,Vestal,NY,2021-04-16,80924,824,860,31560.36
38685864,MORTGAGE,234-57-9469,218-265-9040,Brainerd,MN,2021-03-15,504979,815,821,186842.23
38685865,PERSONAL LOAN,284-15-4132,479-312-8378,Gepp,AR,2018-01-16,170875,726,776,85437.5
38685866,CREDIT CARD,543-81-5043,215-776-5941,Boynton,PA,2021-08-24,65410,753,789,10465.6
38685867,CREDIT CARD,115-98-8771,215-282-4297,Mount Gretna,PA,2021-08-24,28826,884,885,8071.280000000001
38685868,MORTGAGE,443-27-7094,303-631-3833,Colorado Springs,CO,2021-08-24,427634,810,830,179606.28
38685869,MORTGAGE,332-11-9911,209-913-8542,Los Angeles,CA,2020-02-13,892751,827,829,249970.28000000003
38685870,CREDIT CARD,279-15-1483,209-744-4302,Napa,CA,2018-08-05,84149,706,742,21878.74
38685871,PERSONAL LOAN,056-02-6543,339-429-9654,Weston,MA,2021-08-24,137548,697,689,11003.84
38685872,CREDIT CARD,200-84-5368,205-657-9090,Mobile,AL,2020-10-06,82813,837,827,14078.210000000001
38685873,PERSONAL LOAN,413-99-9344,219-708-8829,Markle,IN,2021-05-11,76837,690,739,13062.29
38685874,CREDIT CARD,316-35-1113,252-597-5099,Wagram,NC,2018-06-20,27878,828,866,6411.9400000000005
38685875,CREDIT CARD,757-12-5841,308-537-4920,Bloomfield,NE,2021-08-24,61230,848,871,15307.5
38685876,CREDIT CARD,503-45-2694,231-325-9383,Warren,MI,2019-02-21,46061,724,745,1381.83
38685877,PERSONAL LOAN,443-27-8060,212-762-9434,Moriah Center,NY,2021-08-24,97615,763,759,23427.6
38685878,PERSONAL LOAN,545-99-4602,212-284-4155,New York City,NY,2021-08-24,151251,783,790,10587.570000000002
38685879,CREDIT CARD,491-29-2687,231-634-1539,Marine City,MI,2020-08-07,65921,659,694,29664.45
38685880,CREDIT CARD,716-18-3256,405-648-1781,Paden,OK,2018-07-23,35053,749,793,15072.789999999999
38685881,CREDIT CARD,010-94-3720,314-366-3053,Lancaster,MO,2018-06-13,64187,900,893,30167.89
38685882,CREDIT CARD,380-37-0902,319-275-9787,Gruver,IA,2019-11-04,90844,654,659,39062.92
38685883,MORTGAGE,763-12-7630,385-474-3456,Morgan,UT,2020-01-09,907055,770,766,72564.40000000001
38685884,CREDIT CARD,089-02-2022,401-458-5854,Warren,RI,2018-04-19,85855,857,855,16312.45
38685885,CREDIT CARD,673-48-1016,252-836-4880,Andrews,NC,2018-05-24,35976,856,861,14750.16
38685886,MORTGAGE,229-99-2242,212-270-2818,Sagaponack,NY,2018-09-24,620713,746,767,254492.33
38685887,MORTGAGE,732-28-0757,218-435-7116,Embarrass,MN,2018-12-15,292523,742,770,49728.91
38685888,PERSONAL LOAN,024-92-9736,229-316-3673,Butler,GA,2019-02-07,180295,685,706,45073.75
38685889,CREDIT CARD,670-48-6672,239-514-2611,Boynton Beach,FL,2019-06-24,64211,679,702,15410.64
38685890,CREDIT CARD,017-94-9135,216-288-6567,Pioneer,OH,2018-05-25,76415,751,766,4584.9
38685891,CREDIT CARD,508-57-6679,217-622-1467,Lyndon,IL,2018-04-19,56954,676,681,6264.94
38685892,PERSONAL LOAN,293-15-7929,209-507-9807,Nicolaus,CA,2019-04-25,190234,659,653,85605.3
38685893,PERSONAL LOAN,175-86-4444,216-365-6441,Lower Salem,OH,2020-08-13,64082,804,827,24991.98
38685894,CREDIT CARD,682-24-5377,319-279-6855,West Des Moines,IA,2018-12-04,54829,871,883,6579.48
38685895,CREDIT CARD,205-84-9542,803-461-7951,Pineland,SC,2020-01-10,64479,799,847,6447.900000000001
38685896,CREDIT CARD,538-71-3911,319-341-1329,New Virginia,IA,2019-12-27,95615,874,872,25816.050000000003
38685897,MORTGAGE,594-99-0117,319-481-9066,Jackson Junction,IA,2019-04-19,639272,764,785,281279.68
38685898,CREDIT CARD,398-31-3042,319-714-2002,Waterloo,IA,2021-06-22,71732,706,743,32996.72
38685899,PERSONAL LOAN,019-94-8025,201-207-0515,Hewitt,NJ,2020-03-27,120340,821,815,32491.800000000003
38685900,CREDIT CARD,297-15-5770,210-252-7806,Tuscola,TX,2018-10-24,92170,666,683,45163.299999999996
38685901,CREDIT CARD,751-18-6507,314-777-5681,Macks Creek,MO,2018-07-01,69216,667,681,15919.68
38685902,PERSONAL LOAN,628-31-7485,209-590-2829,Gardena,CA,2021-03-10,88245,652,652,42357.6
38685903,CREDIT CARD,225-99-0335,314-639-5604,Wasola,MO,2021-08-24,88917,807,818,42680.159999999996
38685904,CREDIT CARD,493-29-7379,209-899-1311,Sacramento,CA,2019-12-15,89848,666,693,42228.56
38685905,MORTGAGE,627-31-8465,803-895-3981,Moore,SC,2019-11-21,915184,670,710,256251.52000000002
38685906,MORTGAGE,065-02-2347,239-531-2654,Orlando,FL,2021-07-02,787492,696,713,385871.08
38685907,MORTGAGE,400-73-9208,215-859-2164,Folsom,PA,2019-12-24,134027,854,857,40208.1
38685908,PERSONAL LOAN,423-67-3393,215-669-6413,Folcroft,PA,2020-02-24,125186,835,843,13770.460000000001
38685909,CREDIT CARD,752-09-7871,503-300-4161,Turner,OR,2020-08-28,73736,865,891,14747.2
38685910,CREDIT CARD,681-24-4543,405-782-7300,Eldorado,OK,2020-06-03,60608,683,676,12121.6
38685911,MORTGAGE,217-89-6919,210-297-1639,Dallas,TX,2019-06-03,259465,700,722,116759.25
38685912,PERSONAL LOAN,026-92-4245,212-570-0183,Yaphank,NY,2019-10-17,77663,839,835,25628.79
38685913,CREDIT CARD,479-41-8634,406-984-8917,Essex,MT,2020-07-19,66874,781,807,27418.34
38685914,MORTGAGE,180-86-9276,423-716-5086,Brentwood,TN,2018-06-13,368512,718,732,81072.64
38685915,CREDIT CARD,143-23-0269,907-705-7974,Clear,AK,2020-03-28,75571,756,788,4534.26
38685916,CREDIT CARD,629-31-1152,231-337-2191,Allouez,MI,2021-07-03,80113,706,710,32045.2
38685917,CREDIT CARD,459-99-1699,205-762-3445,Birmingham,AL,2018-02-20,78213,863,886,33631.59
38685918,CREDIT CARD,310-37-5027,217-331-6833,Union,IL,2020-05-25,42974,750,779,16330.12
38685919,MORTGAGE,758-12-5588,605-663-7617,Redfield,SD,2019-07-11,337132,786,829,144966.76
38685920,CREDIT CARD,414-99-1109,231-631-4506,Holland,MI,2020-05-21,67848,702,696,21032.88
38685921,PERSONAL LOAN,234-57-0037,218-476-5438,New Market,MN,2018-08-25,194847,701,719,11690.82
38685922,CREDIT CARD,037-74-8557,240-949-5860,Montgomery Village,MD,2020-05-05,95231,680,688,952.3100000000001
38685923,MORTGAGE,366-39-3743,218-674-9510,Howard Lake,MN,2021-08-24,949873,692,727,151979.68
38685924,PERSONAL LOAN,479-41-1896,423-635-1701,Campaign,TN,2021-02-14,198021,861,893,69307.34999999999
38685925,MORTGAGE,560-99-3654,480-991-5094,Tolleson,AZ,2021-07-16,128291,728,749,30789.84
38685926,CREDIT CARD,119-98-9912,207-417-7989,South Freeport,ME,2019-01-08,36454,656,693,12029.82
38685927,CREDIT CARD,477-55-5129,202-966-5102,Washington,DC,2018-04-21,85856,721,712,6868.4800000000005
38685928,CREDIT CARD,275-17-7072,225-660-0844,Baton Rouge,LA,2019-05-12,93423,838,871,34566.51
38685929,CREDIT CARD,373-37-4587,215-299-5106,Hummels Wharf,PA,2020-12-22,59796,719,751,14949.0
38685930,CREDIT CARD,052-02-7417,239-507-1540,Fernandina Beach,FL,2020-03-07,39276,702,700,0.0
38685931,MORTGAGE,319-11-4672,209-494-8334,Ventura,CA,2020-11-08,903745,892,913,126524.30000000002
38685932,CREDIT CARD,672-48-0979,239-240-1506,Hollywood,FL,2019-11-07,31679,732,735,633.58
38685933,MORTGAGE,561-99-1902,262-215-0671,Madison,WI,2019-03-10,815946,795,803,48956.759999999995
38685934,CREDIT CARD,350-08-2678,231-417-7331,Hartford,MI,2020-08-08,29851,895,902,9253.81
38685935,MORTGAGE,732-28-6830,262-435-5655,Genoa,WI,2018-05-28,346095,868,864,76140.9
38685936,MORTGAGE,128-98-3737,252-835-5758,Delco,NC,2019-03-06,614213,834,854,276395.85000000003
38685937,MORTGAGE,210-84-6698,270-281-9483,Morgantown,KY,2021-01-24,528225,703,710,126774.0
38685938,MORTGAGE,265-99-5582,252-869-8685,Sapphire,NC,2021-01-28,559643,842,852,212664.34
38685939,MORTGAGE,362-39-0594,212-992-6008,Bethpage,NY,2021-08-12,217012,777,821,15190.840000000002
38685940,MORTGAGE,023-92-6251,480-930-8169,Phoenix,AZ,2021-07-11,510181,880,906,127545.25
38685941,CREDIT CARD,364-39-7106,270-963-1739,Cisco,KY,2020-12-13,83507,785,816,15866.33
38685942,CREDIT CARD,085-02-9298,218-910-1422,Detroit Lakes,MN,2020-08-23,76107,772,803,18265.68
38685943,CREDIT CARD,186-86-4483,405-595-0840,Tulsa,OK,2018-01-02,38331,776,787,18015.57
38685944,MORTGAGE,104-02-5205,314-735-5811,Grovespring,MO,2019-03-17,555254,851,854,111050.8
38685945,CREDIT CARD,229-99-3286,270-251-0133,Bradfordsville,KY,2018-06-27,45082,694,704,450.82
38685946,MORTGAGE,346-08-5278,406-312-3862,Billings,MT,2018-10-27,259782,834,847,109108.44
38685947,CREDIT CARD,497-29-1549,212-398-4095,Dormansville,NY,2019-07-07,59731,783,773,17919.3
38685948,MORTGAGE,763-12-8064,319-784-8253,Merrill,IA,2020-06-25,514485,716,722,56593.35
38685949,CREDIT CARD,238-99-2431,231-362-9860,Beaver Island,MI,2020-03-15,78915,777,789,7102.349999999999
38685950,CREDIT CARD,325-11-8251,210-473-6824,Goodrich,TX,2020-01-17,54222,685,678,18435.48
38685951,CREDIT CARD,151-23-4374,210-377-2219,Morton,TX,2020-09-24,36244,699,733,18122.0
38685952,CREDIT CARD,714-18-8076,219-637-7566,Greensburg,IN,2018-10-13,47718,835,852,15269.76
38685953,PERSONAL LOAN,508-57-3763,212-336-8616,Addison,NY,2018-05-24,71066,829,841,2131.98
38685954,PERSONAL LOAN,326-11-1232,303-315-3630,Colorado Springs,CO,2021-08-24,58379,859,879,29189.5
38685955,MORTGAGE,338-11-0075,503-338-4157,Saint Paul,OR,2019-08-21,526207,862,874,189434.52
38685956,MORTGAGE,145-23-9270,307-780-8320,Powder River,WY,2020-06-06,918266,659,671,55095.96
38685957,MORTGAGE,088-02-3539,385-240-6597,Logan,UT,2018-03-07,261600,697,710,109872.0
38685958,CREDIT CARD,155-23-0513,314-985-0100,La Monte,MO,2021-08-24,37303,787,788,13056.05
38685959,CREDIT CARD,055-02-5294,210-608-1354,Dallas,TX,2019-11-09,43035,755,759,18505.05
38685960,MORTGAGE,591-99-1455,240-221-7585,Charlestown,MD,2019-01-12,931486,717,745,214241.78
38685961,PERSONAL LOAN,772-02-0044,406-465-6497,Alzada,MT,2021-08-24,161038,661,686,40259.5
38685962,PERSONAL LOAN,627-31-0670,231-356-4553,Lakeview,MI,2019-12-08,192419,782,810,3848.38
38685963,PERSONAL LOAN,633-31-1211,479-742-7755,Alpena,AR,2019-08-01,105556,722,737,47500.200000000004
38685964,MORTGAGE,434-99-5220,205-595-4932,Birmingham,AL,2021-08-24,463977,878,924,18559.08
38685965,MORTGAGE,192-86-8595,231-427-3513,Chesaning,MI,2019-11-06,901462,773,820,216350.88
38685966,CREDIT CARD,567-99-9559,405-424-7810,Oklahoma City,OK,2020-04-28,43056,808,834,17652.96
38685967,MORTGAGE,461-99-8531,217-417-9807,Mattoon,IL,2021-02-28,347497,723,737,34749.700000000004
38685968,CREDIT CARD,239-99-6940,423-563-2432,Tullahoma,TN,2019-04-10,88023,772,811,13203.449999999999
38685969,PERSONAL LOAN,314-35-6542,209-366-5338,Norwalk,CA,2018-04-18,180853,784,820,61490.020000000004
38685970,MORTGAGE,546-99-3320,212-513-3193,Wayne,NY,2019-07-18,935573,827,820,271316.17
38685971,MORTGAGE,250-99-2497,216-637-6455,Dayton,OH,2019-04-17,891007,874,867,267302.1
38685972,PERSONAL LOAN,425-99-3767,218-309-4652,Gary,MN,2021-01-12,90839,864,900,39969.16
38685973,MORTGAGE,452-99-8265,216-849-2169,New Philadelphia,OH,2018-03-23,937461,898,889,0.0
38685974,MORTGAGE,655-36-1369,262-768-6521,Kennan,WI,2018-09-09,845012,779,807,414055.88
38685975,CREDIT CARD,034-92-7876,216-630-9143,Verona,OH,2020-03-18,40502,815,851,3240.16
38685976,PERSONAL LOAN,555-99-8634,319-242-8666,Letts,IA,2018-03-25,46828,661,694,2809.68
38685977,PERSONAL LOAN,400-73-0174,207-867-6700,Berwick,ME,2021-04-03,172813,683,692,69125.2
38685978,MORTGAGE,484-41-1407,304-663-6113,Ona,WV,2021-08-24,670558,803,793,221284.14
38685979,MORTGAGE,684-24-3971,215-951-1817,Strattanville,PA,2021-03-09,216063,811,847,21606.300000000003
38685980,CREDIT CARD,070-02-5260,201-598-4043,Gibbsboro,NJ,2018-12-13,53504,755,778,17656.32
38685981,MORTGAGE,382-37-5711,405-635-4128,Oklahoma City,OK,2020-01-04,783257,887,885,125321.12
38685982,CREDIT CARD,647-21-4415,217-695-2792,Winthrop Harbor,IL,2019-02-01,39614,691,691,17826.3
38685983,CREDIT CARD,095-02-9615,252-378-0923,Clayton,NC,2018-05-11,84150,724,726,29452.499999999996
38685984,CREDIT CARD,545-99-3140,236-437-2853,Lackey,VA,2019-05-24,56735,725,729,15885.800000000001
38685985,CREDIT CARD,342-11-0351,339-296-2147,West Newton,MA,2018-06-26,46798,886,923,13103.44
38685986,CREDIT CARD,496-29-9657,423-886-9875,Pigeon Forge,TN,2019-10-15,25774,745,765,5154.8
38685987,CREDIT CARD,042-15-8173,210-513-5404,Muldoon,TX,2021-02-26,53767,829,858,11291.07
38685988,CREDIT CARD,437-99-2553,239-742-9666,Fairfield,FL,2021-08-04,60763,867,900,9114.449999999999
38685989,PERSONAL LOAN,648-58-6597,216-514-0953,Columbus,OH,2019-10-27,125880,851,878,8811.6
38685990,MORTGAGE,401-73-9677,219-484-3186,Tippecanoe,IN,2020-10-18,148172,797,787,4445.16
38685991,MORTGAGE,079-02-2540,212-987-6707,New York City,NY,2020-01-23,634308,896,939,171263.16
38685992,PERSONAL LOAN,337-11-9557,209-824-1554,Gustine,CA,2019-09-08,183508,765,768,33031.44
38685993,MORTGAGE,615-87-8987,209-981-3241,Los Angeles,CA,2018-07-27,279983,763,778,11199.32
38685994,CREDIT CARD,243-99-5300,212-660-1044,Pearl River,NY,2020-06-28,37408,781,787,374.08
38685995,CREDIT CARD,591-99-0143,319-351-8778,Swea City,IA,2021-04-26,67773,858,880,29820.12
38685996,CREDIT CARD,727-10-0996,209-318-8085,La Habra,CA,2019-12-14,79865,667,701,11181.1
38685997,PERSONAL LOAN,006-11-9087,319-412-4206,Chatsworth,IA,2020-06-25,162902,874,871,34209.42
38685998,CREDIT CARD,148-23-0631,217-442-9316,Newton,IL,2019-11-20,58050,887,897,28444.5
38685999,CREDIT CARD,531-71-7938,210-880-2553,Ropesville,TX,2021-01-25,51629,699,695,13939.830000000002
38686000,MORTGAGE,450-99-9489,225-813-7093,Metairie,LA,2018-05-11,542317,829,871,32539.02
38686001,CREDIT CARD,545-99-0498,229-615-8656,Atlanta,GA,2021-08-23,37795,709,745,755.9
38686002,MORTGAGE,520-61-8059,270-661-2930,Toler,KY,2021-06-27,741271,820,867,170492.33000000002
38686003,CREDIT CARD,431-99-7417,209-935-3231,San Francisco,CA,2020-12-26,27016,676,667,10806.400000000001
38686004,MORTGAGE,504-45-8440,270-258-0660,Frankfort,KY,2021-07-19,301048,863,866,123429.68
38686005,CREDIT CARD,629-31-3848,212-654-6752,Brooklyn,NY,2018-06-01,90195,721,749,16235.099999999999
38686006,CREDIT CARD,492-29-3253,203-625-8645,East Woodstock,CT,2021-06-20,38739,738,778,5810.849999999999
38686007,CREDIT CARD,134-98-9599,225-265-6725,Quitman,LA,2020-07-23,33044,730,749,13217.6
38686008,MORTGAGE,260-99-7035,218-987-4785,Ellendale,MN,2019-07-28,181769,861,859,16359.21
38686009,CREDIT CARD,604-87-1798,339-486-2685,Brookline,MA,2021-04-09,50489,674,681,7573.349999999999
38686010,MORTGAGE,230-99-0162,217-718-1504,Pekin,IL,2020-03-02,228384,857,875,15986.880000000001
38686011,CREDIT CARD,313-35-0037,316-775-8062,Whitewater,KS,2018-08-06,83319,758,800,37493.55
38686012,CREDIT CARD,478-43-5239,209-269-8314,Folsom,CA,2018-05-19,31195,658,688,8734.6
38686013,CREDIT CARD,527-99-4040,217-286-9801,Orland Park,IL,2018-10-05,37285,728,761,16405.4
38686014,CREDIT CARD,151-23-6019,219-956-6500,Tyner,IN,2020-03-28,62275,707,713,24287.25
38686015,CREDIT CARD,203-84-3812,205-776-2901,Stanton,AL,2021-08-24,52609,846,859,12626.16
38686016,MORTGAGE,289-15-8799,207-300-5422,North Haven,ME,2021-05-15,342047,710,741,157341.62
38686017,MORTGAGE,127-98-2299,701-865-6309,Doyon,ND,2021-03-05,902553,655,645,162459.54
38686018,CREDIT CARD,177-86-6335,216-333-0047,Medway,OH,2019-03-07,86350,738,757,41448.0
38686019,PERSONAL LOAN,612-87-0541,239-863-2259,Bagdad,FL,2019-05-12,89246,820,836,19634.12
38686020,MORTGAGE,212-91-4243,218-604-1121,Mahtowa,MN,2021-08-24,687070,859,876,54965.6
38686021,PERSONAL LOAN,348-08-5329,210-518-1263,Georgetown,TX,2020-12-06,137273,699,721,30200.06
38686022,MORTGAGE,493-29-9906,225-223-0174,Singer,LA,2019-03-27,108658,878,925,35857.14
38686023,PERSONAL LOAN,161-86-9366,212-967-7113,Machias,NY,2019-10-17,79805,850,849,798.0500000000001
38686024,PERSONAL LOAN,659-24-3881,252-218-4514,Wallace,NC,2019-11-20,88305,803,838,7947.45
38686025,CREDIT CARD,326-11-3917,319-287-1887,Kimballton,IA,2019-06-25,63304,870,873,30385.92
38686026,PERSONAL LOAN,028-92-3806,212-476-2232,Cossayuna,NY,2019-05-19,36055,721,768,1081.6499999999999
38686027,CREDIT CARD,560-99-3967,215-944-0941,Turkey City,PA,2019-09-26,36166,847,876,10849.8
38686028,CREDIT CARD,410-99-0804,212-703-7201,Maplecrest,NY,2019-04-03,56823,819,811,14205.75
38686029,CREDIT CARD,382-37-5879,252-341-7910,Winnabow,NC,2020-07-10,80320,660,687,36947.200000000004
38686030,CREDIT CARD,233-57-8391,314-565-4074,Kansas City,MO,2019-06-17,80964,669,716,16192.800000000001
38686031,CREDIT CARD,571-99-7550,802-972-9716,Jeffersonville,VT,2019-09-22,40552,735,740,8921.44
38686032,PERSONAL LOAN,385-37-3884,304-845-3286,Glen Daniel,WV,2019-02-09,86413,847,877,27652.16
38686033,MORTGAGE,539-71-1065,210-571-1559,San Antonio,TX,2021-08-24,774253,897,922,332928.79
38686034,MORTGAGE,566-99-2300,405-689-6051,Big Cabin,OK,2018-12-18,396264,750,752,43589.04
38686035,CREDIT CARD,535-71-7855,308-258-1919,Stockville,NE,2021-08-24,65812,706,711,12504.28
38686036,PERSONAL LOAN,639-29-2773,302-456-9368,Milton,DE,2018-05-14,96716,824,815,33850.6
38686037,PERSONAL LOAN,519-87-6354,215-995-7559,Excelsior,PA,2021-08-24,167438,686,722,55254.54
38686038,CREDIT CARD,753-07-7451,808-971-1015,Honolulu,HI,2020-09-01,63205,877,920,23385.85
38686039,MORTGAGE,110-98-2153,229-232-8523,Athens,GA,2019-03-16,799167,841,838,127866.72
38686040,PERSONAL LOAN,347-08-2907,701-872-4550,Baldwin,ND,2020-10-12,167547,719,759,6701.88
38686041,CREDIT CARD,477-55-0658,218-757-3138,Noyes,MN,2019-04-26,45464,724,771,1363.9199999999998
38686042,CREDIT CARD,713-18-4045,212-262-4316,Etna,NY,2020-09-05,96601,732,771,20286.21
38686043,PERSONAL LOAN,527-99-2245,236-748-3008,Arlington,VA,2021-08-24,104811,822,860,16769.760000000002
38686044,CREDIT CARD,090-02-0502,219-555-0434,New Salisbury,IN,2020-11-16,49432,837,864,8897.76
38686045,MORTGAGE,279-15-9917,217-322-8021,Kaneville,IL,2018-01-13,620306,834,843,105452.02
38686046,CREDIT CARD,721-18-5562,252-833-3807,Wilson,NC,2021-08-24,97004,734,760,35891.48
38686047,MORTGAGE,087-02-9463,201-286-1347,Lafayette,NJ,2021-01-10,770824,780,781,377703.76
38686048,PERSONAL LOAN,312-35-7554,339-890-1120,Mattapan,MA,2018-03-01,91182,678,722,6382.740000000001
38686049,PERSONAL LOAN,230-99-2109,603-385-4436,South Effingham,NH,2020-09-23,63608,746,794,17174.16
38686050,MORTGAGE,503-45-3766,210-985-9839,Marshall,TX,2020-05-23,524151,709,731,235867.95
38686051,CREDIT CARD,156-23-9674,210-452-2019,Irving,TX,2021-02-03,54430,887,933,8708.8
38686052,CREDIT CARD,604-87-6842,217-490-3211,Norris City,IL,2021-04-08,90649,811,822,6345.43
38686053,CREDIT CARD,328-11-2235,210-562-7108,Plainview,TX,2019-05-08,54554,653,693,13638.5
38686054,MORTGAGE,043-15-3700,236-841-5264,Rural Retreat,VA,2019-10-08,157983,747,749,14218.47
38686055,CREDIT CARD,687-24-8272,219-376-5999,Schneider,IN,2021-06-05,69501,700,690,9730.140000000001
38686056,MORTGAGE,420-67-6926,212-990-5807,Tonawanda,NY,2018-10-10,728358,839,846,313193.94
38686057,CREDIT CARD,261-99-7332,252-596-3265,Plumtree,NC,2019-12-17,50747,858,896,8626.99
38686058,CREDIT CARD,355-08-8689,216-950-5433,Orwell,OH,2018-12-16,61692,822,852,28378.32
38686059,MORTGAGE,170-86-5183,262-613-6764,Oshkosh,WI,2020-06-13,928512,840,842,102136.32
38686060,CREDIT CARD,614-87-7145,205-851-0512,Birmingham,AL,2021-05-13,92947,723,769,41826.15
38686061,MORTGAGE,177-86-1469,209-455-2634,San Diego,CA,2019-12-16,763731,767,803,358953.57
38686062,CREDIT CARD,440-29-5342,231-386-8197,Grand Rapids,MI,2021-03-16,52417,662,687,11531.74
38686063,CREDIT CARD,205-84-9866,316-443-0292,Corning,KS,2018-09-18,87528,706,729,15755.039999999999
38686064,MORTGAGE,411-99-2624,218-461-1426,Granite Falls,MN,2018-05-19,924580,829,845,27737.399999999998
38686065,CREDIT CARD,663-22-0743,231-232-7439,Oscoda,MI,2021-08-24,83965,696,740,20151.6
38686066,PERSONAL LOAN,314-35-8543,405-447-3910,Oscar,OK,2020-03-08,146880,788,803,27907.2
38686067,CREDIT CARD,186-86-6310,479-870-5057,Jones Mill,AR,2018-04-23,80852,818,817,21830.04
38686068,MORTGAGE,442-29-9263,304-230-5149,Lanark,WV,2018-12-19,679947,866,888,176786.22
38686069,MORTGAGE,489-29-8284,201-443-2409,Kearny,NJ,2018-02-20,478870,825,854,105351.4
38686070,PERSONAL LOAN,256-99-6464,405-858-5421,Fort Towson,OK,2019-07-01,44779,899,942,13881.49
38686071,CREDIT CARD,335-11-8036,385-726-2038,Beaver,UT,2018-11-06,75283,763,807,27101.879999999997
38686072,MORTGAGE,440-29-8749,201-995-0786,Jersey City,NJ,2019-12-20,161450,862,857,27446.500000000004
38686073,MORTGAGE,386-37-9254,307-632-4770,Jackson,WY,2018-02-27,240977,798,831,77112.64
38686074,PERSONAL LOAN,044-15-5554,205-267-8083,Auburn,AL,2019-01-16,65269,760,770,0.0
38686075,CREDIT CARD,194-86-3095,216-864-4710,Casstown,OH,2018-10-11,70015,664,701,23805.100000000002
38686076,CREDIT CARD,040-15-3548,206-916-9935,Kenmore,WA,2021-07-12,59970,820,845,13793.1
38686077,MORTGAGE,029-92-5845,228-965-4248,Brookhaven,MS,2018-03-11,552562,745,743,82884.3
38686078,MORTGAGE,474-55-5544,217-848-9746,Herod,IL,2021-03-23,307617,737,735,58447.23
38686079,CREDIT CARD,126-98-9070,215-266-9050,Unity House,PA,2021-05-06,28411,728,725,7102.75
38686080,MORTGAGE,256-99-1905,236-781-6701,Alexandria,VA,2021-05-05,999553,852,872,239892.72
38686081,MORTGAGE,281-15-2280,219-537-3070,Jasper,IN,2018-02-22,898305,770,761,26949.149999999998
38686082,CREDIT CARD,337-11-4447,209-200-0765,Stockton,CA,2020-02-15,92200,761,811,22128.0
38686083,CREDIT CARD,569-99-8076,480-936-3536,Tucson,AZ,2018-03-04,91331,707,712,41098.950000000004
38686084,MORTGAGE,482-41-2850,236-701-7683,Arlington,VA,2019-04-04,759979,686,688,349590.34
38686085,MORTGAGE,206-84-9814,212-763-5962,Candor,NY,2019-09-18,711045,730,742,78214.95
38686086,CREDIT CARD,191-86-3558,210-347-3987,El Paso,TX,2021-07-14,86688,689,689,5201.28
38686087,CREDIT CARD,517-49-1758,479-805-9142,Grannis,AR,2021-07-19,69175,823,842,4150.5
38686088,CREDIT CARD,765-27-1191,314-712-1985,Highlandville,MO,2020-07-27,39181,694,734,13321.54
38686089,CREDIT CARD,050-02-1735,262-387-0152,Odanah,WI,2021-08-24,37730,854,854,2641.1000000000004
38686090,CREDIT CARD,099-02-2450,215-637-4766,Ringgold,PA,2019-04-12,28785,757,756,4029.9000000000005
38686091,CREDIT CARD,549-99-6293,215-727-9346,Dysart,PA,2021-03-25,72425,836,858,3621.25
38686092,CREDIT CARD,207-84-2521,605-275-1206,Meckling,SD,2018-02-05,89610,854,848,28675.2
38686093,CREDIT CARD,537-71-8357,239-377-5364,Brandon,FL,2018-06-28,95931,703,731,20145.51
38686094,PERSONAL LOAN,393-33-3981,209-245-0955,Modesto,CA,2021-01-06,32026,752,773,5124.16
38686095,CREDIT CARD,561-99-7388,479-582-0125,Joiner,AR,2018-07-24,65658,822,843,0.0
